cipher,structure,model,architecture,architecture_rank,matching_score,literature,rounds,difference_profile,difference_member,difference_source,gate_mode,samples_per_class,pairs_per_sample,runs,accuracy_mean,accuracy_std,best_accuracy_mean,best_accuracy_std,calibrated_accuracy_mean,calibrated_accuracy_std,auc_mean,auc_std,advantage_mean,advantage_std,calibrated_advantage_mean,calibrated_advantage_std,loss_mean,loss_std
SPECK32/64,ARX,adaptive_dbitnet_pairwise,Pairwise-Adaptive-DBitNet,1,30,Multi-pair neural distinguisher / DBitNet-style,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.6435394287,0.0004730225,0.6516571045,0.0012969971,0.6516571045,0.0012969971,0.6845695097,0.0005161762,0.2870788574,0.0009460449,0.303314209,0.0025939941,0.8043118957,0.0395189021
SPECK32/64,ARX,adaptive_dbitnet_pairwise,Pairwise-Adaptive-DBitNet,1,30,Multi-pair neural distinguisher / DBitNet-style,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.7255706787,0.0060577393,0.7271575928,0.0057525635,0.7271575928,0.0057525635,0.787435635,0.0069481609,0.4511413574,0.0121154785,0.4543151855,0.011505127,0.6699383128,0.0006665979
SPECK32/64,ARX,adaptive_dbitnet_pairwise,Pairwise-Adaptive-DBitNet,1,30,Multi-pair neural distinguisher / DBitNet-style,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.8047027588,0.0031890869,0.8091278076,0.0048980713,0.8091278076,0.0048980713,0.8894077921,0.0047582882,0.6094055176,0.0063781738,0.6182556152,0.0097961426,0.4731079247,0.0144157298
SPECK32/64,ARX,mlp,MLP,9,0,Gohr 2019 SPECK32/64 neural distinguisher,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.8244628906,0.0053405762,0.8276519775,0.0034637451,0.8276519775,0.0034637451,0.8893706081,0.0055265436,0.6489257812,0.0106811523,0.6553039551,0.0069274902,0.4013522761,0.0077874335
SPECK32/64,ARX,mlp,MLP,9,0,Gohr 2019 SPECK32/64 neural distinguisher,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.848526001,0.0056915283,0.8512115479,0.0035247803,0.8512115479,0.0035247803,0.9187835539,0.0010465318,0.697052002,0.0113830566,0.7024230957,0.0070495605,0.3602166437,0.0066184327
SPECK32/64,ARX,mlp,MLP,9,0,Gohr 2019 SPECK32/64 neural distinguisher,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.8856506348,0.0009155273,0.8860015869,0.0007476807,0.8860015869,0.0007476807,0.9511682028,0.0006232718,0.7713012695,0.0018310547,0.7720031738,0.0014953613,0.2763392003,0.0017326334
SPECK32/64,ARX,mlp,MLP,9,0,Gohr 2019 SPECK32/64 neural distinguisher,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.6729888916,0.0052947998,0.6763763428,0.0059051514,0.6763763428,0.0059051514,0.7252279352,0.002249537,0.3459777832,0.0105895996,0.3527526855,0.0118103027,0.6090932451,0.0004416816
SPECK32/64,ARX,mlp,MLP,9,0,Gohr 2019 SPECK32/64 neural distinguisher,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.6796569824,0.0001220703,0.6837310791,0.0024261475,0.6837310791,0.0024261475,0.745883272,0.0031612059,0.3593139648,0.0002441406,0.3674621582,0.0048522949,0.5966931153,0.0029754583
SPECK32/64,ARX,mlp,MLP,9,0,Gohr 2019 SPECK32/64 neural distinguisher,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.6452331543,0.0026550293,0.6479187012,0.0046691895,0.6479187012,0.0046691895,0.7013861137,0.0053794691,0.2904663086,0.0053100586,0.2958374023,0.0093383789,0.628122244,0.0031826384
SPECK32/64,ARX,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,hard,32768,1,2,0.8156738281,0.0026855469,0.8209381104,0.0019073486,0.8209381104,0.0019073486,0.8799908962,0.0006577484,0.6313476562,0.0053710938,0.6418762207,0.0038146973,0.584480416,0.0056161098
SPECK32/64,ARX,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,hard,32768,2,2,0.8542175293,0.0016479492,0.8563995361,0.0016937256,0.8563995361,0.0016937256,0.9233907424,0.002954267,0.7084350586,0.0032958984,0.7127990723,0.0033874512,0.4863796588,0.017189974
SPECK32/64,ARX,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,hard,32768,4,2,0.9343261719,0.0008544922,0.9350280762,0.0011901855,0.9350280762,0.0011901855,0.9816433936,0.0007393938,0.8686523438,0.0017089844,0.8700561523,0.0023803711,0.2617052905,0.0064635072
SPECK32/64,ARX,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,hard,32768,1,2,0.5916137695,0.0018310547,0.5930633545,0.0017852783,0.5930633545,0.0017852783,0.6239768416,0.0008204207,0.1832275391,0.0036621094,0.186126709,0.0035705566,0.9499812312,0.0315998048
SPECK32/64,ARX,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,hard,32768,2,2,0.631652832,0.000579834,0.635559082,6.10352e-05,0.635559082,6.10352e-05,0.6820955491,0.0018323967,0.2633056641,0.001159668,0.2711181641,0.0001220703,0.8651794232,0.0055876225
SPECK32/64,ARX,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,hard,32768,4,2,0.7049560547,0.000213623,0.7112121582,0.0034790039,0.7112121582,0.0034790039,0.7806999637,0.0053228559,0.4099121094,0.0004272461,0.4224243164,0.0069580078,0.7213333622,0.0288737118
SPECK32/64,ARX,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,soft,32768,1,2,0.8266143799,0.0009002686,0.8276062012,0.0002746582,0.8276062012,0.0002746582,0.883782818,0.0011173254,0.6532287598,0.0018005371,0.6552124023,0.0005493164,0.5759537667,0.0005685054
SPECK32/64,ARX,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,soft,32768,2,2,0.854309082,0.0014953613,0.8572998047,0.0007324219,0.8572998047,0.0007324219,0.9263525521,0.0001913654,0.7086181641,0.0029907227,0.7145996094,0.0014648438,0.5003827941,0.0140169803
SPECK32/64,ARX,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,soft,32768,4,2,0.9359283447,0.001663208,0.9370117188,0.0022888184,0.9370117188,0.0022888184,0.9820245132,0.0006004162,0.8718566895,0.003326416,0.8740234375,0.0045776367,0.2732310477,0.0157358893
SPECK32/64,ARX,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,soft,32768,1,2,0.5937347412,0.0014190674,0.5966033936,4.57764e-05,0.5966033936,4.57764e-05,0.6270260355,0.0015357202,0.1874694824,0.0028381348,0.1932067871,9.15527e-05,0.9465745855,0.0434658509
SPECK32/64,ARX,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,soft,32768,2,2,0.6365814209,0.0001068115,0.6400604248,0.0009613037,0.6400604248,0.0009613037,0.6870087311,0.0018310677,0.2731628418,0.000213623,0.2801208496,0.0019226074,0.8624886125,0.0606992319
SPECK32/64,ARX,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,soft,32768,4,2,0.7046051025,0.0073699951,0.7149810791,0.0004730225,0.7149810791,0.0004730225,0.7855787585,0.0013229093,0.4092102051,0.0147399902,0.4299621582,0.0009460449,0.7106683906,0.0455966536
SPECK32/64,ARX,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.668762207,0.0,0.6729888916,0.0003814697,0.6729888916,0.0003814697,0.7182590915,0.0001187799,0.3375244141,0.0,0.3459777832,0.0007629395,0.6186747644,0.0006402712
SPECK32/64,ARX,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.7419128418,0.0260620117,0.7817687988,0.0491027832,0.7817687988,0.0491027832,0.8558628894,0.0487840027,0.4838256836,0.0521240234,0.5635375977,0.0982055664,0.5483895354,0.0189363211
SPECK32/64,ARX,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.7752838135,0.0312652588,0.8005523682,0.0068511963,0.8005523682,0.0068511963,0.877558223,0.0068535628,0.550567627,0.0625305176,0.6011047363,0.0137023926,0.5037743682,0.0809522374
SPECK32/64,ARX,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.5128479004,0.0028991699,0.5156707764,0.0027008057,0.5156707764,0.0027008057,0.5187909463,0.0040303124,0.0256958008,0.0057983398,0.0313415527,0.0054016113,0.7103757467,0.0018265303
SPECK32/64,ARX,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.5093841553,0.0030975342,0.5219268799,0.0014190674,0.5219268799,0.0014190674,0.5290189888,0.0023440011,0.0187683105,0.0061950684,0.0438537598,0.0028381348,0.7154004071,0.0047525745
SPECK32/64,ARX,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.5024108887,0.0009765625,0.5218505859,0.0067749023,0.5218505859,0.0067749023,0.5267604021,0.0083207833,0.0048217773,0.001953125,0.0437011719,0.0135498047,0.7432317361,0.0018079393
SPECK32/64,ARX,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.6699981689,0.0082244873,0.6796875,0.0006713867,0.6796875,0.0006713867,0.7175815646,0.002242716,0.3399963379,0.0164489746,0.359375,0.0013427734,0.6298279539,0.0039776489
SPECK32/64,ARX,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.7006835938,0.0141906738,0.7244262695,0.0028381348,0.7244262695,0.0028381348,0.7994948961,0.0022140201,0.4013671875,0.0283813477,0.4488525391,0.0056762695,0.572896149,0.0138571709
SPECK32/64,ARX,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.7107543945,0.0038452148,0.7300262451,0.0006866455,0.7300262451,0.0006866455,0.8047578493,0.001000409,0.4215087891,0.0076904297,0.4600524902,0.001373291,0.5637733974,0.0048373975
SPECK32/64,ARX,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.5163269043,0.0017089844,0.5186767578,0.0025634766,0.5186767578,0.0025634766,0.5239534946,0.0033427542,0.0326538086,0.0034179688,0.0373535156,0.0051269531,0.6975235604,0.0019263923
SPECK32/64,ARX,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.520401001,0.0001068115,0.5232086182,0.0007476807,0.5232086182,0.0007476807,0.5297857821,0.0011074822,0.040802002,0.000213623,0.0464172363,0.0014953613,0.6933089253,0.0004085246
SPECK32/64,ARX,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.5126037598,0.0018615723,0.5251159668,0.0032653809,0.5251159668,0.0032653809,0.5314547392,0.0041109743,0.0252075195,0.0037231445,0.0502319336,0.0065307617,0.6992035285,0.0025517903
SPECK32/64,ARX,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.6699981689,0.0082244873,0.6796875,0.0006713867,0.6796875,0.0006713867,0.7175815646,0.002242716,0.3399963379,0.0164489746,0.359375,0.0013427734,0.6298279539,0.0039776489
SPECK32/64,ARX,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.9212341309,0.0034484863,0.9224700928,0.0026397705,0.9224700928,0.0026397705,0.9713610858,0.0017915256,0.8424682617,0.0068969727,0.8449401855,0.005279541,0.2541752262,0.0007022861
SPECK32/64,ARX,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.9761199951,0.001449585,0.9775543213,0.0001983643,0.9775543213,0.0001983643,0.9968858529,0.0001706369,0.9522399902,0.0028991699,0.9551086426,0.0003967285,0.0972149838,0.0028995336
SPECK32/64,ARX,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.5163269043,0.0017089844,0.5186767578,0.0025634766,0.5186767578,0.0025634766,0.5239534946,0.0033427542,0.0326538086,0.0034179688,0.0373535156,0.0051269531,0.6975235604,0.0019263923
SPECK32/64,ARX,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.7201843262,0.0075073242,0.7242584229,0.0037689209,0.7242584229,0.0037689209,0.7852092236,0.0033616889,0.4403686523,0.0150146484,0.4485168457,0.0075378418,0.6977026947,0.0286284611
SPECK32/64,ARX,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.7910614014,0.005569458,0.807434082,0.0044555664,0.807434082,0.0044555664,0.887813895,0.0040830513,0.5821228027,0.011138916,0.6148681641,0.0089111328,0.5051501524,0.0213495102
SPECK32/64,ARX,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.6807098389,0.0003814697,0.6810150146,0.0004119873,0.6810150146,0.0004119873,0.7188086938,0.0007898584,0.3614196777,0.0007629395,0.3620300293,0.0008239746,0.6165913697,0.0006606113
SPECK32/64,ARX,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.7196502686,0.0043182373,0.7232513428,0.0032501221,0.7232513428,0.0032501221,0.7964063138,0.003322646,0.4393005371,0.0086364746,0.4465026855,0.0065002441,0.5500392634,0.0035065655
SPECK32/64,ARX,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,5,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.7240142822,0.002456665,0.7261047363,0.0011291504,0.7261047363,0.0011291504,0.8003367884,0.0018470725,0.4480285645,0.0049133301,0.4522094727,0.0022583008,0.5450606048,0.0030138046
SPECK32/64,ARX,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,1,2,0.524230957,0.0003356934,0.5258331299,0.0005950928,0.5258331299,0.0005950928,0.5319681279,0.0013670065,0.0484619141,0.0006713867,0.0516662598,0.0011901855,0.6928097438,0.0008320678
SPECK32/64,ARX,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,2,2,0.5293121338,0.0019683838,0.5314483643,0.0007781982,0.5314483643,0.0007781982,0.5418774188,0.0014828201,0.0586242676,0.0039367676,0.0628967285,0.0015563965,0.6906547416,0.0001645368
SPECK32/64,ARX,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,6,speck32_gohr2019,0,Gohr 2019 SPECK32/64 neural distinguisher,,32768,4,2,0.5244903564,0.0006561279,0.5260467529,0.0017242432,0.5260467529,0.0017242432,0.5332058305,0.0031376453,0.0489807129,0.0013122559,0.0520935059,0.0034484863,0.6919267382,0.0006023739
