cipher,structure,model,architecture,architecture_rank,matching_score,literature,rounds,difference_profile,difference_member,difference_source,gate_mode,samples_per_class,pairs_per_sample,runs,accuracy_mean,accuracy_std,best_accuracy_mean,best_accuracy_std,calibrated_accuracy_mean,calibrated_accuracy_std,auc_mean,auc_std,advantage_mean,advantage_std,calibrated_advantage_mean,calibrated_advantage_std,loss_mean,loss_std
PRESENT-80,SPN,present_inception_mcnd_pair_stack_matrix,Present-Inception-MCND-PairStackMatrix-ZW2022-Independent,0,98,Zhang/Wang 2022 PRESENT Case2 pair-stack-matrix protocol-aligned smoke; independent m-pair grouping; random key per sample,6,present_zhang_wang2022_mcnd,0,Zhang/Wang 2022 PRESENT Inception-MCND differential-neural distinguisher,,8192,16,1,0.4996337891,0.0,0.5087890625,0.0,0.5087890625,0.0,0.5028857589,0.0,-0.0007324219,0.0,0.017578125,0.0,0.6931669489,0.0
PRESENT-80,SPN,present_inception_mcnd_pair_stack_matrix,Present-Inception-MCND-PairStackMatrix-ZW2022-Independent,0,98,Zhang/Wang 2022 PRESENT Case2 pair-stack-matrix protocol-aligned smoke; independent m-pair grouping; random key per sample,7,present_zhang_wang2022_mcnd,0,Zhang/Wang 2022 PRESENT Inception-MCND differential-neural distinguisher,,8192,16,1,0.4991455078,0.0,0.5040283203,0.0,0.5040283203,0.0,0.4973554909,0.0,-0.0017089844,0.0,0.0080566406,0.0,0.6932444572,0.0
