cipher,structure,model,architecture,architecture_rank,matching_score,literature,rounds,difference_profile,difference_member,difference_source,gate_mode,samples_per_class,pairs_per_sample,runs,accuracy_mean,accuracy_std,best_accuracy_mean,best_accuracy_std,calibrated_accuracy_mean,calibrated_accuracy_std,auc_mean,auc_std,advantage_mean,advantage_std,calibrated_advantage_mean,calibrated_advantage_std,loss_mean,loss_std
PRESENT-80,SPN,moe_v5_soft_hpo_present_best,MoE-v5-Soft-HPO-Trial20,1,50,Innovation-one MoE v5 component HPO,5,present_wang_jain2021,0,Wang differentials via Jain/Kohli/Mishra 2020/2021,soft,32768,4,20,0.7680404663,0.0145618431,0.7806747437,0.0067963837,0.7806747437,0.0067963837,0.8569894953,0.0069852436,0.5360809326,0.0291236862,0.5613494873,0.0135927674,0.5914231294,0.0786593885
PRESENT-80,SPN,spn_token_mixer_pairset,SPN-TokenMixer-PairSet,0,60,Innovation-one SPN token mixer pair-set model,5,present_wang_jain2021,0,Wang differentials via Jain/Kohli/Mishra 2020/2021,,32768,4,20,0.7969802856,0.0113203946,0.8006408691,0.0122706146,0.8006408691,0.0122706146,0.8779824104,0.0117151141,0.5939605713,0.0226407892,0.6012817383,0.0245412292,0.4328879254,0.0180191713
