cipher,structure,model,architecture,architecture_rank,matching_score,literature,rounds,difference_profile,difference_member,difference_source,gate_mode,samples_per_class,pairs_per_sample,runs,accuracy_mean,accuracy_std,best_accuracy_mean,best_accuracy_std,calibrated_accuracy_mean,calibrated_accuracy_std,auc_mean,auc_std,advantage_mean,advantage_std,calibrated_advantage_mean,calibrated_advantage_std,loss_mean,loss_std
SM4,Feistel-like,adaptive_dbitnet_pairwise,Pairwise-Adaptive-DBitNet,1,30,Multi-pair neural distinguisher / DBitNet-style,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,0.9998321533,4.57764e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9996643066,9.15527e-05,1.0,0.0,0.000517836,9.53195e-05
SM4,Feistel-like,adaptive_dbitnet_pairwise,Pairwise-Adaptive-DBitNet,1,30,Multi-pair neural distinguisher / DBitNet-style,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,0.9999847412,1.52588e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9999694824,3.05176e-05,1.0,0.0,3.49021e-05,1.35943e-05
SM4,Feistel-like,mlp,MLP,9,0,Yu/Wu/Zhang 2023 SM4 Conv-ResNet profile,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,0.9999847412,1.52588e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9999694824,3.05176e-05,1.0,0.0,0.0001843249,6.40786e-05
SM4,Feistel-like,mlp,MLP,9,0,Yu/Wu/Zhang 2023 SM4 Conv-ResNet profile,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.78942e-05,1.77751e-05
SM4,Feistel-like,mlp,MLP,9,0,Yu/Wu/Zhang 2023 SM4 Conv-ResNet profile,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.17802e-05,3.6859e-06
SM4,Feistel-like,mlp,MLP,9,0,Yu/Wu/Zhang 2023 SM4 Conv-ResNet profile,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,0.9956817627,0.0017242432,0.9962615967,0.002243042,0.9962615967,0.002243042,0.9996971022,0.0002283696,0.9913635254,0.0034484863,0.9925231934,0.004486084,0.0212321944,0.009421841
SM4,Feistel-like,mlp,MLP,9,0,Yu/Wu/Zhang 2023 SM4 Conv-ResNet profile,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,0.9696655273,0.0071105957,0.9702148438,0.0073242188,0.9702148438,0.0073242188,0.9956658538,0.0017597768,0.9393310547,0.0142211914,0.9404296875,0.0146484375,0.0904123737,0.0147459505
SM4,Feistel-like,mlp,MLP,9,0,Yu/Wu/Zhang 2023 SM4 Conv-ResNet profile,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,0.7289886475,0.0129547119,0.7298278809,0.0134277344,0.7298278809,0.0134277344,0.7972015264,0.0171334436,0.4579772949,0.0259094238,0.4596557617,0.0268554688,0.5364822075,0.0187207218
SM4,Feistel-like,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,hard,32768,1,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.75e-07,1.724e-07
SM4,Feistel-like,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,hard,32768,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.321e-07,3.206e-07
SM4,Feistel-like,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,hard,32768,4,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.016e-07,2.18e-08
SM4,Feistel-like,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,hard,32768,1,2,0.9998626709,4.57764e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9997253418,9.15527e-05,1.0,0.0,0.0003772017,8.04043e-05
SM4,Feistel-like,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,hard,32768,2,2,0.9999542236,1.52588e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9999084473,3.05176e-05,1.0,0.0,0.000176071,0.0001382475
SM4,Feistel-like,moe_v4_hard,MoE-v4-Hard,6,20,Innovation-one structure-aware MoE,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,hard,32768,4,2,0.9999847412,1.52588e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9999694824,3.05176e-05,1.0,0.0,3.75232e-05,1.50495e-05
SM4,Feistel-like,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,soft,32768,1,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.44e-08,1.44e-08
SM4,Feistel-like,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,soft,32768,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.021e-07,4.983e-07
SM4,Feistel-like,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,soft,32768,4,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.54e-08,4.49e-08
SM4,Feistel-like,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,soft,32768,1,2,0.9998168945,9.15527e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9996337891,0.0001831055,1.0,0.0,0.000406416,0.0001916259
SM4,Feistel-like,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,soft,32768,2,2,0.9999389648,3.05176e-05,0.9999694824,0.0,0.9999694824,0.0,0.9999999907,5.6e-09,0.9998779297,6.10352e-05,0.9999389648,0.0,0.0003550375,7.81423e-05
SM4,Feistel-like,moe_v4_soft,MoE-v4-Soft,7,20,Innovation-one structure-aware MoE,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,soft,32768,4,2,0.9999847412,1.52588e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9999694824,3.05176e-05,1.0,0.0,1.94743e-05,1.82653e-05
SM4,Feistel-like,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0030119395,0.0002713054
SM4,Feistel-like,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0139815307,0.0064505892
SM4,Feistel-like,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0124163704,0.0001452177
SM4,Feistel-like,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,0.999786377,9.15527e-05,0.9999542236,1.52588e-05,0.9999542236,1.52588e-05,0.9999995772,3.856e-07,0.9995727539,0.0001831055,0.9999084473,3.05176e-05,0.0115689317,0.0008941044
SM4,Feistel-like,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,0.9999542236,1.52588e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9999084473,3.05176e-05,1.0,0.0,0.0094291937,0.000394538
SM4,Feistel-like,multiscale_dense_resnet,MultiScale-Dense-ResNet,2,24,Conv/ResNet neural distinguisher literature,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.011884759,0.0007351535
SM4,Feistel-like,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0015142556,0.0002001684
SM4,Feistel-like,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0020948256,0.0005092514
SM4,Feistel-like,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0026491814,0.0001522357
SM4,Feistel-like,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,0.6569366455,0.1287384033,0.8439025879,0.0043945312,0.8439025879,0.0043945312,0.9216179047,0.0032765958,0.313873291,0.2574768066,0.6878051758,0.0087890625,0.8082782254,0.3468766324
SM4,Feistel-like,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,0.8639221191,0.0061340332,0.9013366699,0.004486084,0.9013366699,0.004486084,0.9637889694,0.0024377555,0.7278442383,0.0122680664,0.8026733398,0.008972168,0.3392485776,0.0076948791
SM4,Feistel-like,resnet_bitslice,ResNet-BitSlice,4,21,Gohr 2019 inspired,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,0.7529602051,0.1464233398,0.9610290527,0.000579834,0.9610290527,0.000579834,0.9933086466,1.1798e-05,0.5059204102,0.2928466797,0.9220581055,0.001159668,0.4811453228,0.2255673665
SM4,Feistel-like,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0030119395,0.0002713054
SM4,Feistel-like,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.7e-09,4.9e-09
SM4,Feistel-like,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.07e-08,5.5e-08
SM4,Feistel-like,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,0.999786377,9.15527e-05,0.9999542236,1.52588e-05,0.9999542236,1.52588e-05,0.9999995772,3.856e-07,0.9995727539,0.0001831055,0.9999084473,3.05176e-05,0.0115689317,0.0008941044
SM4,Feistel-like,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,0.9998321533,1.52588e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9996643066,3.05176e-05,1.0,0.0,0.0005712439,0.0001271769
SM4,Feistel-like,selector_rule_v2,Selector-Rule-v2,8,19,Innovation-one selector rule,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,0.9999847412,1.52588e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9999694824,3.05176e-05,1.0,0.0,3.37346e-05,1.75695e-05
SM4,Feistel-like,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,0.9996490479,7.62939e-05,0.9998931885,7.62939e-05,0.9998931885,7.62939e-05,0.9999991227,8.475e-07,0.9992980957,0.0001525879,0.999786377,0.0001525879,0.0013848872,0.0003824487
SM4,Feistel-like,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,0.9999694824,0.0,0.9999694824,0.0,0.9999694824,0.0,0.9999997765,1.788e-07,0.9999389648,0.0,0.9999389648,0.0,0.00035435,1.57692e-05
SM4,Feistel-like,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,3,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,0.9999847412,1.52588e-05,1.0,0.0,1.0,0.0,1.0,0.0,0.9999694824,3.05176e-05,1.0,0.0,0.0001567584,5.43967e-05
SM4,Feistel-like,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,1,2,0.6063842773,0.0048217773,0.6135864258,0.0003051758,0.6135864258,0.0003051758,0.6601476781,0.0023092758,0.2127685547,0.0096435547,0.2271728516,0.0006103516,0.6501443628,0.0008015484
SM4,Feistel-like,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,2,2,0.5356140137,0.0031738281,0.5539855957,0.0133361816,0.5539855957,0.0133361816,0.5732900947,0.0185691435,0.0712280273,0.0063476562,0.1079711914,0.0266723633,0.6905836007,0.0021347506
SM4,Feistel-like,senet_resnext,SE-ResNeXt,3,22,SENet/ResNeXt neural distinguisher literature,4,sm4_yu2023_conv_resnet,0,Yu/Wu/Zhang 2023 SM4 convolutional residual network,,32768,4,2,0.5586242676,0.0216064453,0.5794067383,0.0087585449,0.5794067383,0.0087585449,0.6117803995,0.0090346076,0.1172485352,0.0432128906,0.1588134766,0.0175170898,0.6881429609,0.0138152055
