cipher,structure,model,architecture,architecture_rank,matching_score,literature,rounds,difference_profile,difference_member,difference_source,gate_mode,samples_per_class,pairs_per_sample,runs,accuracy_mean,accuracy_std,best_accuracy_mean,best_accuracy_std,calibrated_accuracy_mean,calibrated_accuracy_std,auc_mean,auc_std,advantage_mean,advantage_std,calibrated_advantage_mean,calibrated_advantage_std,loss_mean,loss_std
PRESENT-80,SPN,spn_token_mixer_pairset,SPN-TokenMixer-PairSet,0,64,Innovation-one SPN aligned input validation,5,present_wang_jain2021,0,Wang differentials via Jain/Kohli/Mishra 2020/2021,,32768,4,12,0.7962010701,0.009489613,0.7983576457,0.0101373149,0.7983576457,0.0101373149,0.8749374168,0.0092161487,0.5924021403,0.018979226,0.5967152913,0.0202746298,0.4362048925,0.0142029357
PRESENT-80,SPN,spn_token_mixer_pairset,SPN-TokenMixer-PairSet,0,64,Innovation-one SPN aligned input validation,6,present_wang_jain2021,0,Wang differentials via Jain/Kohli/Mishra 2020/2021,,32768,4,12,0.5566914876,0.0316905747,0.560836792,0.0294892183,0.560836792,0.0294892183,0.5831089658,0.0418404848,0.1133829753,0.0633811494,0.121673584,0.0589784366,0.6757807032,0.0118998604
